"Gender","MaritalStatus","NumDependents","Age","Income","EducationLevel","Tenure","CustomerSegment","CommChannel","CreditScore","CreditHistLength","OutstandingLoans","Churn","Balance","NumProducts","NumComplaints"
"Female","Divorced",4,31,23998.06,"Master's",15,"Corporate","Email",368,8,16600.2,"0",14409.58,4,1
"Female","Single",5,66,91004.93,"Diploma",18,"Retail","Phone",391,5,35836.92,"1",5641.59,3,1
"Male","Single",1,43,30786.24,"Bachelor's",18,"SME","Email",766,13,23282.76,"0",22421.88,2,3
"Male","Divorced",1,42,28600.58,"Master's",14,"SME","Email",659,8,32368.32,"0",205925.46,4,4
"Male","Single",4,31,6970.2,"High School",2,"Corporate","Phone",314,13,48075.97,"1",58.56,3,4
"Male","Divorced",5,42,31368.56,"High School",14,"Corporate","Email",560,21,4346.77,"0",248713.93,4,6
"Male","Married",1,50,62652.17,"High School",19,"Retail","Phone",812,24,49695.52,"0",37640.55,4,5
"Female","Single",4,64,84354.95,"Diploma",8,"SME","Phone",577,22,18865.91,"0",3537.31,5,5
"Male","Divorced",1,30,84223.28,"High School",4,"Retail","Email",550,17,4379.73,"0",159608.99,4,2
"Male","Single",5,39,46223.95,"High School",22,"Retail","Email",776,9,47621.24,"0",106647.23,3,2
"Male","Married",2,20,32323.29,"High School",8,"Retail","Phone",511,25,34706.95,"0",223620.1,3,10
"Female","Married",1,56,54577.77,"High School",19,"SME","Email",693,3,31864.85,"1",16479.14,1,2
"Male","Married",0,49,59844.8,"High School",15,"SME","Email",301,13,8307.98,"1",2414.21,4,5
"Female","Married",5,71,95118.08,"Master's",12,"SME","Phone",654,8,28587.73,"0",124051.77,4,8
"Male","Single",3,20,74602.44,"Master's",14,"Corporate","Email",485,2,20414.94,"0",33686.39,4,1
"Female","Married",1,48,84674.73,"High School",15,"Corporate","Email",581,27,44842.74,"0",162227.13,1,9
"Male","Single",1,27,57062.04,"Master's",7,"SME","Email",754,2,5166.71,"0",224068.2,1,9
"Female","Single",5,49,36004.37,"Diploma",13,"Retail","Phone",813,22,28541.17,"0",159653.14,2,10
"Male","Divorced",5,38,75781.3,"High School",24,"Retail","Email",382,21,44900.92,"0",83523.26,3,1
"Male","Married",3,25,42075.23,"Bachelor's",22,"Retail","Phone",570,24,30297.56,"0",198817.04,5,8
"Male","Married",1,31,30169.33,"Diploma",18,"SME","Email",592,20,43208.86,"0",38147.07,3,4
"Female","Married",3,73,27569.9,"Diploma",14,"SME","Email",307,28,41963.99,"1",19287.11,5,10
"Male","Married",2,21,6375.38,"Master's",22,"SME","Phone",588,7,34796.31,"0",221009.17,5,4
"Male","Single",3,35,18237.27,"High School",10,"Corporate","Email",559,20,2980.59,"0",116004.9,1,0
"Female","Married",4,75,8128.84,"Master's",30,"Corporate","Email",648,22,32895.86,"0",245291.17,2,0
"Female","Single",2,60,30617.04,"Diploma",15,"Corporate","Email",646,4,19949.95,"0",129990.54,4,2
"Male","Single",1,71,71030.31,"High School",8,"Retail","Phone",508,9,34305.74,"1",16921.8,1,1
"Male","Single",3,54,10664.61,"High School",17,"Retail","Phone",495,29,6694.71,"0",247855.97,2,9
"Female","Divorced",0,68,97321,"Master's",15,"Retail","Email",773,30,40567.51,"0",6359.23,5,0
"Female","Divorced",5,69,68307.85,"Diploma",12,"SME","Phone",802,7,49396.14,"0",189318.94,1,0
"Male","Divorced",2,40,79330.76,"High School",13,"Retail","Phone",832,15,18943.53,"0",202972.48,1,1
"Female","Married",0,40,74458.43,"Diploma",22,"Corporate","Email",395,27,47659.33,"0",164153.11,5,2
"Male","Divorced",0,40,99796.8,"Master's",25,"Retail","Email",805,23,24003.28,"0",208921.38,5,7
"Female","Single",3,28,15160.81,"Diploma",4,"SME","Phone",781,1,3500.46,"0",157164.56,3,1
"Female","Married",3,73,62703.58,"Bachelor's",19,"SME","Email",808,10,7258.51,"0",168607.71,4,6
"Female","Single",5,74,78142.86,"Diploma",1,"Corporate","Email",787,13,27087.54,"0",208660.55,3,10
"Male","Single",5,35,77139.52,"High School",13,"SME","Email",423,15,4943.7,"0",192863.68,2,2
"Female","Single",1,26,45112.59,"Diploma",8,"SME","Email",628,28,13546.42,"0",161411.78,5,3
"Male","Married",1,37,57712.13,"Bachelor's",15,"SME","Phone",630,7,29464.82,"0",27548.48,4,1
"Male","Single",1,20,87372.43,"Master's",21,"SME","Phone",505,18,18283.39,"0",190893.52,1,4
"Female","Single",3,25,99914.58,"High School",7,"Corporate","Email",492,6,32733.25,"0",136772.97,1,5
"Male","Married",1,50,10049.9,"High School",22,"SME","Email",703,12,9727.27,"0",33096.42,1,4
"Male","Married",4,31,63234.72,"Master's",9,"Corporate","Email",826,30,13537.16,"0",229117.67,5,0
"Male","Single",1,51,22076.36,"High School",28,"Retail","Email",711,29,46885.74,"0",17261.07,4,5
"Male","Married",3,73,49631.01,"Diploma",18,"Retail","Phone",557,21,23921.54,"0",81574.2,5,5
"Male","Divorced",1,44,77429.77,"Bachelor's",25,"Retail","Email",583,14,30255.91,"0",73852.51,5,6
"Male","Divorced",3,41,24424.03,"Diploma",27,"Corporate","Phone",719,3,49571.06,"0",229092.12,5,4
"Male","Divorced",5,42,23810.22,"Diploma",23,"SME","Phone",742,4,4879.63,"0",33113.51,4,8
"Male","Divorced",3,23,56099.58,"Bachelor's",21,"SME","Phone",765,5,5830.14,"0",178639.37,3,1
"Female","Divorced",0,39,66205.98,"Master's",10,"Corporate","Phone",653,26,18345.73,"0",178094.3,4,2
"Female","Single",3,35,93954.37,"Diploma",6,"SME","Phone",634,2,7700.28,"1",6136.43,1,3
"Female","Married",3,37,92073.86,"Master's",30,"Corporate","Phone",449,11,16999.1,"0",115566.9,1,0
"Male","Married",1,61,9573.17,"High School",27,"Retail","Phone",719,11,38327.87,"0",127096.1,3,5
"Male","Single",2,37,54711.09,"High School",23,"Retail","Phone",749,21,4472.66,"0",117869.85,2,1
"Male","Married",5,40,26250.32,"High School",25,"Corporate","Phone",669,20,32784.05,"0",14485.91,5,2
"Male","Single",0,27,18909.01,"High School",30,"Corporate","Phone",630,29,25999.7,"0",147291.85,5,7
"Male","Divorced",2,31,71595.15,"High School",16,"SME","Phone",473,28,36284.73,"0",154281.42,2,4
"Female","Divorced",2,70,53435.34,"Master's",1,"Corporate","Phone",795,2,49951.19,"0",146188.64,3,4
"Female","Married",3,22,7838.85,"Diploma",1,"Retail","Phone",543,4,49853.8,"0",150347.51,3,6
"Female","Married",1,68,33096,"Master's",15,"Corporate","Phone",304,11,26143.65,"0",201241.4,4,3
"Female","Divorced",2,60,62641.97,"Master's",29,"Corporate","Email",736,13,33297.51,"0",236078.55,2,2
"Female","Divorced",0,71,10692.27,"Bachelor's",20,"Corporate","Phone",446,29,5898.87,"1",18084.31,2,1
"Female","Married",0,75,72803.86,"Master's",23,"Corporate","Email",666,20,39126.3,"0",247814.08,2,6
"Female","Single",5,55,35167.56,"Diploma",19,"SME","Phone",478,6,15374.7,"1",11232.11,4,6
"Female","Divorced",1,69,18666.75,"Master's",23,"SME","Email",806,24,33546.59,"0",92310.69,3,8
"Male","Divorced",0,26,41537.97,"Diploma",13,"Retail","Email",692,4,14860.73,"1",14068.21,3,9
"Female","Single",4,72,30549.65,"High School",20,"Retail","Email",423,28,21824.7,"0",191021.31,5,10
"Male","Single",3,30,44250.77,"Master's",18,"SME","Email",663,17,11987.67,"0",185606.38,4,3
"Male","Married",0,64,53520.8,"Master's",6,"SME","Email",784,23,38043.06,"0",73729.44,3,4
"Male","Married",5,73,82393.25,"Bachelor's",2,"Retail","Phone",378,2,49856.05,"0",55910.04,3,5
"Male","Divorced",1,60,26615.72,"Master's",18,"Corporate","Phone",714,25,8092.13,"1",19463.79,3,9
"Female","Divorced",1,72,74257.49,"Bachelor's",27,"Retail","Phone",625,4,39593.76,"0",115868.65,4,6
"Male","Divorced",3,27,15454.38,"Master's",29,"SME","Email",346,12,17215.72,"1",39122.09,2,1
"Female","Single",1,52,5758.99,"Bachelor's",2,"Corporate","Phone",584,26,36985.71,"0",126342.5,5,1
"Male","Married",4,36,40707.22,"Bachelor's",25,"Corporate","Email",662,28,37479.34,"0",195407.09,4,1
"Male","Married",1,68,9318.34,"Bachelor's",22,"SME","Phone",722,22,34976.53,"0",169600.74,2,1
"Male","Married",2,21,56975.2,"High School",30,"Corporate","Email",662,20,7659.27,"0",34292.13,2,1
"Female","Single",4,53,6818.97,"Diploma",22,"Retail","Email",633,30,35741.32,"1",54802.32,1,9
"Male","Divorced",1,42,49202.17,"Master's",27,"Corporate","Phone",316,14,35636.81,"0",243762.19,4,5
"Female","Divorced",2,51,21597.36,"Diploma",12,"Corporate","Email",796,17,34628,"0",65452.47,3,6
"Male","Married",1,55,59351.6,"Bachelor's",16,"SME","Email",384,28,32490.37,"0",212101.75,4,2
"Male","Single",3,28,37203.14,"High School",12,"SME","Email",731,16,21296.55,"0",64810.52,5,1
"Female","Married",4,43,7762.08,"High School",20,"Corporate","Phone",702,21,39313.69,"0",229743.99,5,6
"Female","Single",1,40,54918.25,"Master's",13,"SME","Phone",682,23,7880.06,"0",177404.8,2,9
"Male","Married",3,18,76132.2,"Diploma",17,"SME","Phone",468,17,15952.66,"0",231172.51,1,10
"Male","Divorced",5,56,76182.64,"High School",13,"Retail","Email",370,21,31540.23,"0",229935.84,3,1
"Male","Divorced",2,48,66729.45,"Diploma",15,"SME","Email",841,22,10582.01,"0",23512.21,5,9
"Female","Single",0,74,67276.15,"Diploma",14,"SME","Phone",677,8,19813.06,"0",219145.01,3,8
"Female","Divorced",1,43,69762.42,"High School",22,"SME","Phone",570,8,16470.45,"0",242181.06,3,4
"Male","Married",5,74,74429.87,"Bachelor's",24,"SME","Email",637,1,25241.16,"0",132941.33,1,0
"Female","Divorced",3,68,54062.79,"Diploma",26,"Retail","Phone",326,29,48738.41,"0",133967.4,1,0
"Male","Single",4,50,9752.45,"Bachelor's",10,"Corporate","Email",492,2,16577.79,"0",40523.52,4,0
"Male","Single",2,39,46533.13,"Master's",3,"Corporate","Phone",374,28,32508.58,"0",232958.05,1,7
"Female","Married",4,35,5172.22,"High School",22,"SME","Phone",515,27,2521.16,"0",60630.28,3,5
"Male","Divorced",0,24,46892.6,"Bachelor's",22,"Corporate","Phone",343,19,25014.82,"0",82611,2,0
"Female","Divorced",0,56,20129.79,"High School",24,"Corporate","Phone",812,27,31039.43,"0",64717.91,4,9
"Female","Married",5,54,59116.25,"Diploma",3,"Retail","Phone",773,11,47406.63,"0",150288.63,3,4
"Male","Single",2,33,20053.33,"High School",17,"Retail","Email",800,4,12739.85,"0",56089.14,2,9
"Male","Divorced",3,64,77921.66,"Bachelor's",10,"Retail","Email",689,11,8225.24,"0",203936.51,2,8
"Female","Single",4,72,58109.29,"Master's",30,"Corporate","Phone",736,9,11546.01,"0",215663.88,5,0
"Female","Married",2,38,92007.43,"Diploma",9,"SME","Email",534,10,36365.3,"0",125719.72,2,1
"Male","Married",4,65,71529.75,"Bachelor's",18,"Retail","Email",831,12,42364.49,"1",37182.31,2,10
"Female","Divorced",4,48,8340.84,"Diploma",29,"SME","Phone",432,1,8647.32,"0",143389.79,5,10
"Male","Divorced",1,56,15220.9,"High School",2,"Retail","Email",682,22,14782.92,"0",58949.92,4,6
"Male","Divorced",5,33,6567.7,"Bachelor's",26,"Corporate","Phone",754,3,31774.04,"0",143451.26,2,3
"Male","Married",3,24,44151.67,"Master's",28,"Corporate","Email",331,24,14630.3,"0",33267.73,5,5
"Female","Divorced",2,72,24161.97,"High School",12,"Corporate","Email",760,18,49482.67,"0",130243.16,3,5
"Male","Married",0,44,61301.61,"Master's",12,"Corporate","Phone",535,22,27855.54,"0",136070.2,2,9
"Female","Divorced",4,36,99022.44,"Diploma",20,"Corporate","Email",566,28,16731.66,"0",194506.17,1,2
"Female","Single",5,65,40779.88,"Master's",29,"SME","Phone",583,7,45452.59,"0",21214.67,5,5
"Female","Single",3,51,30250.36,"Master's",13,"SME","Email",309,9,34433.94,"0",180464.83,2,3
"Male","Married",4,43,93396.64,"Diploma",1,"Retail","Phone",463,3,34107.42,"0",216249.55,4,5
"Male","Married",0,61,15147.06,"Bachelor's",28,"Corporate","Phone",607,27,35763.19,"0",85936.98,2,3
"Male","Divorced",4,37,7635.29,"High School",27,"Corporate","Email",691,10,19999.79,"0",110120.35,5,1
"Female","Married",0,66,7237.27,"Bachelor's",3,"Retail","Phone",736,9,29932.38,"0",122106.27,5,1
"Female","Single",0,26,94824.26,"Master's",8,"Retail","Phone",631,29,47397.4,"0",54678.91,4,4
"Male","Single",1,70,15944.76,"Master's",19,"Corporate","Phone",726,11,3263.17,"0",60776.67,2,3
"Male","Married",3,70,78539.64,"Bachelor's",25,"SME","Email",502,18,6829.48,"0",247303.83,5,9
"Male","Single",5,21,22722.05,"Master's",28,"SME","Email",323,8,47359.01,"0",181494.93,2,10
"Male","Divorced",4,38,52908.88,"Diploma",5,"Retail","Email",692,29,15592.24,"1",27691.56,3,9
"Female","Divorced",3,36,8987.5,"Master's",9,"Corporate","Phone",322,12,38383.27,"0",206527.69,3,6
"Male","Divorced",4,34,47876.5,"High School",3,"Retail","Phone",686,15,3904.63,"0",89084.39,2,8
"Male","Single",3,64,95529.13,"Diploma",18,"SME","Email",777,3,28559.14,"1",1914.65,1,4
"Female","Single",1,59,9016.75,"Diploma",3,"Retail","Email",680,1,15154.4,"0",52962.91,5,1
"Female","Single",0,27,37813.07,"Bachelor's",7,"Retail","Email",672,27,19189.4,"0",44963.18,2,4
"Male","Married",0,64,98997.28,"Diploma",15,"Corporate","Email",301,21,32007.34,"0",120244.48,4,7
"Male","Married",3,68,63859.22,"Diploma",11,"SME","Email",328,9,33784.17,"0",197648.16,5,2
"Female","Single",1,61,16227.39,"Bachelor's",10,"SME","Email",572,10,49756.09,"0",125672.09,2,0
"Female","Married",3,39,63246.13,"Diploma",7,"Retail","Phone",820,11,38602.13,"0",2783.65,2,3
"Female","Married",1,18,71953.1,"Diploma",13,"SME","Phone",413,9,38703.77,"0",94822.7,5,10
"Male","Married",1,28,24287.92,"Master's",28,"SME","Phone",713,3,1685.72,"0",38834.28,2,1
"Female","Divorced",5,54,60241.12,"Bachelor's",8,"SME","Phone",410,15,38325.51,"0",126711.3,3,6
"Male","Divorced",1,74,70553.86,"Bachelor's",30,"Retail","Email",622,18,18602.84,"1",58420.66,1,8
"Male","Single",1,52,36264.49,"Master's",3,"Retail","Email",843,8,14805.19,"0",151180.19,5,9
"Female","Divorced",1,67,79326.48,"High School",30,"SME","Phone",444,10,6469.78,"0",183454.98,3,1
"Male","Married",3,54,97353.09,"Bachelor's",5,"Retail","Email",836,16,36306.8,"0",139259.82,4,4
"Female","Married",1,64,71870.38,"Diploma",2,"Retail","Email",416,1,32749.2,"0",235470.98,5,6
"Female","Divorced",1,27,40457.28,"Diploma",26,"Corporate","Phone",688,8,10131.67,"0",86148.15,5,9
"Female","Single",5,73,73465.65,"High School",6,"Corporate","Email",825,2,45828.97,"0",124572.54,2,6
"Female","Divorced",0,35,81928.23,"Bachelor's",27,"Retail","Email",698,9,21416.28,"0",67148.14,4,0
"Male","Single",5,74,91933.79,"High School",22,"Corporate","Email",343,3,30248.98,"0",71610.68,3,3
"Male","Divorced",0,67,43468.11,"Bachelor's",5,"Retail","Phone",450,2,24972.44,"0",40187.78,5,8
"Female","Married",1,63,50979.29,"High School",26,"SME","Phone",649,27,26447.69,"0",239002.49,1,3
"Female","Married",3,25,85408.23,"Master's",22,"Retail","Email",305,21,4783.79,"0",167275.46,1,0
"Female","Married",0,70,81068.4,"Master's",4,"Corporate","Email",541,5,15160.12,"0",236318.6,1,7
"Male","Single",4,61,38741.29,"High School",17,"SME","Email",452,5,6958.35,"0",157682.53,1,8
"Female","Divorced",3,28,89024.28,"Bachelor's",20,"Retail","Email",825,15,18074.11,"0",214883.9,3,10
"Male","Divorced",4,51,91791.57,"Bachelor's",6,"Retail","Email",768,2,6366.8,"0",101166.24,4,3
"Male","Single",5,30,87720.37,"High School",21,"SME","Phone",645,2,36062.07,"0",211859.83,5,1
"Female","Single",1,41,89688.68,"Master's",8,"SME","Email",336,17,27259.49,"0",103880.58,2,9
"Male","Married",2,38,41498.28,"Master's",27,"Retail","Email",827,4,10957.07,"0",62806.39,2,2
"Male","Single",0,41,74512.78,"Diploma",16,"Retail","Phone",530,5,39145.49,"0",194550.5,4,9
"Male","Single",5,48,17880.24,"Master's",19,"Retail","Phone",812,18,26758.48,"1",6056.59,1,8
"Male","Divorced",1,56,51606.74,"Diploma",14,"Retail","Phone",348,4,43471.83,"0",117839.07,1,2
"Male","Single",5,71,25685.83,"Master's",10,"SME","Phone",705,21,44097.32,"0",117701.53,4,6
"Female","Married",3,23,43276.2,"High School",6,"Retail","Phone",554,14,8055.84,"1",14630.33,4,5
"Female","Divorced",5,72,92584.86,"Bachelor's",17,"SME","Phone",714,24,26162.08,"0",220144.62,1,7
"Female","Divorced",4,32,13645.6,"Diploma",1,"Corporate","Email",725,14,11548.35,"0",179770.21,1,1
"Female","Married",0,32,73860.21,"Bachelor's",21,"Retail","Email",662,12,40526.41,"0",160182.1,3,4
"Female","Divorced",2,64,55231.7,"Diploma",30,"Retail","Email",836,22,1935.21,"0",85169.9,2,3
"Female","Divorced",2,67,23368.24,"Diploma",14,"Retail","Email",657,22,30357.87,"0",40846.95,5,7
"Female","Married",4,31,90472.58,"Diploma",13,"Corporate","Email",448,14,2014.59,"0",92900.25,5,2
"Female","Married",0,51,8344.41,"Diploma",13,"SME","Phone",484,6,7558.27,"0",153428.96,4,10
"Male","Divorced",2,59,41387.63,"Bachelor's",14,"Corporate","Email",543,2,6421.01,"0",76332.23,3,3
"Male","Divorced",4,23,71533.47,"Bachelor's",19,"Retail","Phone",692,18,19962,"0",114522.13,2,5
"Male","Married",3,71,98016.7,"Diploma",25,"Retail","Email",783,5,13165.97,"0",113928.38,2,10
"Male","Married",4,35,5642.05,"High School",15,"Corporate","Email",481,6,43712.69,"0",38926.04,4,4
"Male","Divorced",4,63,29601.33,"Bachelor's",6,"Corporate","Phone",789,17,40038.41,"0",52832.05,3,5
"Female","Married",2,56,71766.94,"Master's",8,"SME","Phone",688,6,28645.1,"1",15125.53,3,6
"Male","Married",1,55,60674.88,"Master's",30,"SME","Email",650,16,7962.51,"0",129162.51,2,5
"Male","Divorced",0,22,61031.22,"Master's",7,"Corporate","Email",460,4,40117.84,"0",117519.75,3,4
"Female","Married",3,65,30341.9,"Master's",18,"Retail","Email",632,13,41367.6,"0",144901.86,2,2
"Female","Married",2,20,51982.7,"Master's",12,"Corporate","Phone",465,17,49563.1,"0",217943.06,1,5
"Male","Single",3,26,34103.41,"Bachelor's",5,"Retail","Email",404,25,16442.33,"0",38832.39,5,0
"Male","Married",1,50,57035.77,"Diploma",5,"Retail","Phone",306,30,42450.89,"0",177851.44,3,5
"Female","Single",4,74,31103.64,"High School",27,"Corporate","Phone",831,20,48766.57,"0",23019.72,2,3
"Male","Divorced",0,44,19269.96,"Bachelor's",30,"SME","Phone",357,24,40303.48,"0",166368.16,5,10
"Female","Divorced",3,63,82364.37,"Diploma",5,"Retail","Email",684,24,43047.7,"0",139713,2,1
"Female","Single",1,27,34775.74,"Master's",11,"Retail","Phone",806,22,2362.66,"0",170369.53,2,7
"Male","Married",0,29,37420.75,"Master's",22,"SME","Phone",495,3,33879.84,"0",56605.87,3,8
"Female","Single",1,36,51484.62,"Master's",13,"SME","Email",624,3,10117.92,"0",249278.25,5,9
"Male","Single",3,67,43947.62,"Bachelor's",29,"Retail","Phone",470,23,2372.21,"0",205259.09,3,1
"Female","Married",1,21,85433.8,"Bachelor's",6,"Corporate","Email",801,25,46852.28,"0",104157.13,2,9
"Male","Single",2,35,6948.41,"High School",1,"SME","Email",332,8,1702.6,"0",98230.37,4,8
"Male","Married",4,26,55442.98,"Master's",25,"Corporate","Email",704,3,26171.71,"0",109986.94,3,0
"Male","Single",5,22,38497.51,"Bachelor's",29,"SME","Phone",409,13,41111.19,"0",164655.51,1,5
"Female","Single",5,22,54636.57,"Diploma",26,"Retail","Phone",843,30,42489.69,"0",81918.25,3,5
"Male","Single",5,61,41492.82,"High School",7,"Corporate","Phone",619,10,33641.93,"0",199269.23,4,2
"Male","Divorced",3,18,58231.28,"High School",26,"Corporate","Email",436,4,12539.39,"0",98696.53,5,3
"Female","Divorced",2,74,6553.18,"Master's",20,"Retail","Email",638,7,48016.23,"0",230239.44,5,4
"Male","Single",5,46,66209.03,"Diploma",24,"Retail","Phone",313,28,10647.88,"0",210600.12,1,0
"Male","Divorced",4,62,69805.05,"Master's",30,"Retail","Email",601,5,48511.53,"0",72265.68,5,4
"Male","Single",0,27,15971.67,"Bachelor's",16,"SME","Email",715,19,3562.56,"0",159056.42,5,0
"Female","Divorced",2,41,8041.13,"Diploma",16,"Corporate","Email",741,2,48741.26,"0",205130.05,1,6
"Female","Single",3,74,46667.56,"Bachelor's",9,"SME","Phone",310,8,8243.77,"0",213851.23,5,3
"Male","Divorced",1,53,7035.52,"Bachelor's",6,"Retail","Email",385,9,41710.41,"0",219859.36,1,2
"Female","Single",4,71,98907.39,"Diploma",10,"SME","Phone",525,14,19532.19,"0",220369.8,5,0
"Female","Divorced",3,72,66711.21,"Master's",16,"SME","Email",709,21,4110.11,"0",227440.55,3,3
"Male","Married",0,37,51279.34,"High School",25,"Corporate","Email",635,5,36807.49,"0",30156.34,5,10
"Female","Married",4,67,32248.93,"Diploma",12,"Corporate","Email",660,29,44177.25,"0",53787.94,3,9
"Male","Married",1,63,86252.92,"High School",24,"Corporate","Phone",428,18,44268.1,"0",194514.89,3,6
"Male","Divorced",1,19,66930.77,"Diploma",26,"SME","Phone",430,27,26992.68,"0",167793.6,4,5
"Female","Divorced",5,55,41170.01,"High School",14,"Corporate","Email",794,18,28679.51,"0",211883.22,1,9
"Male","Single",3,64,32573.14,"Diploma",28,"Retail","Phone",564,16,2333.19,"0",44453.7,5,8
"Female","Married",3,37,9223.94,"Master's",19,"SME","Email",331,14,48346.81,"0",100445.8,2,6
"Female","Single",3,36,17688.28,"Master's",7,"Retail","Email",696,26,23412.33,"0",166321.85,2,0
"Male","Single",0,49,52977.16,"Diploma",22,"Corporate","Email",517,8,13479.62,"0",225065.04,4,6
"Female","Married",1,65,31187.68,"High School",25,"Retail","Email",813,26,10599.03,"0",134091.68,1,1
"Female","Married",0,27,75784.11,"Diploma",16,"Retail","Phone",554,15,31237.48,"0",199629.55,3,3
